vtu f_lam 
-0.5839752241582143 -0.9401284656130178 
-0.5715964229187452 -0.9216358704343002 
-0.5644895889853299 -0.8993076485831418 
-0.2884734812831128 -0.4572062955225363 
-0.24620608978934175 -0.3900611965416816 
-0.21900628429681399 -0.3414971348693006 
-0.0244038971786098 -0.04250696159192724 
0.02210490904200163 0.02693484511788049 
0.4066345656780811 0.6508804765938898 
0.4222481036609577 0.6743786053269502 
