iter loss 
0.0 0.025000002 
5.0 0.010264884 
10.0 0.0069488124 
15.0 0.0058999537 
20.0 0.005446352 
25.0 0.00516227 
30.0 0.00493275 
35.0 0.0047260615999999995 
40.0 0.0045330890000000006 
45.0 0.004350891 
50.0 0.00417825 
55.0 0.00401445 
60.0 0.0038589358000000002 
65.0 0.003711227 
70.0 0.0035708809999999997 
75.0 0.0034374883000000004 
80.0 0.0033106678000000005 
85.0 0.0031900613 
90.0 0.0030753366 
95.0 0.0029661767 
