iter loss 
0.0 2.5633058999999996 
0.1 0.36798683 
0.2 0.26972967 
0.3 0.20589258 
0.4 0.18148634 
0.5 0.15619569 
0.6 0.16535243 
0.7 0.15545645 
0.8 0.14177679999999998 
0.9 0.12689745 
1.0 0.13177702 
1.1 0.12460298 
1.2 0.12075473 
1.3 0.12141302 
1.4 0.130191 
1.5 0.11397604 
1.6 0.11401477 
1.7 0.09191687 
1.8 0.08677027 
1.9 0.08107804 
2.0 0.08011942 
2.1 0.08529927 
2.2 0.08072518599999999 
2.3 0.083365776 
2.4 0.08325909 
2.5 0.07967399 
2.6 0.08343256 
2.7 0.0811424 
2.8 0.07828227 
2.9 0.07969914 
3.0 0.08165078 
3.1 0.08631275599999999 
3.2 0.078414395 
3.3 0.078615226 
3.4 0.07845342 
3.5 0.07375889 
3.6 0.070283316 
3.7 0.066983655 
3.8 0.06563283 
3.9 0.064344585 
4.0 0.06544354599999999 
4.1 0.06454908 
4.2 0.06262103 
4.3 0.06265999400000001 
4.4 0.060564827 
4.5 0.060588817999999996 
4.6 0.059888642 
4.7 0.05991568 
4.8 0.06022601 
4.9 0.060147338 
5.0 0.06125381 
5.1 0.05957857 
5.2 0.05839776 
5.3 0.05926146400000001 
5.4 0.058751427 
5.5 0.05931933599999999 
5.6 0.05771463 
5.7 0.05742403 
5.8 0.057561073 
5.9 0.05658462 
