iter loss 
0.0 2.4307768 
0.1 0.9093553 
0.2 0.37928382 
0.3 0.24993557 
0.4 0.22080325 
0.5 0.19352752 
0.6 0.1795707 
0.7 0.16605277 
0.8 0.16550109999999998 
0.9 0.14668676 
1.0 0.14112142 
1.1 0.12263774 
1.2 0.1253369 
1.3 0.12384849999999999 
1.4 0.122925416 
1.5 0.113490134 
1.6 0.12810344 
1.7 0.097544946 
1.8 0.098095015 
1.9 0.09295302 
2.0 0.09012605 
2.1 0.08552251 
2.2 0.09431782 
2.3 0.08813833 
2.4 0.08791499 
2.5 0.09458626 
2.6 0.090326 
2.7 0.08844617 
2.8 0.08878660000000001 
2.9 0.08873234 
3.0 0.091026284 
3.1 0.0890984 
3.2 0.082991265 
3.3 0.08830891 
3.4 0.08556511 
3.5 0.082589835 
3.6 0.08405151 
3.7 0.076962404 
3.8 0.073121786 
3.9 0.07071515 
4.0 0.06877351 
4.1 0.067330234 
4.2 0.06553345 
4.3 0.06447792 
4.4 0.06400375 
4.5 0.0637253 
4.6 0.0625801 
4.7 0.062507145 
4.8 0.06158023 
4.9 0.06126145 
5.0 0.061626393 
5.1 0.060701527000000005 
5.2 0.06089604 
5.3 0.06021994 
5.4 0.06019724 
5.5 0.06073043 
5.6 0.06043645 
5.7 0.060291298 
5.8 0.060728587 
5.9 0.06026664 
