iter loss 
0.0 2.3572919999999997 
1.0 0.9004951999999999 
2.0 0.76458883 
3.0 0.73401153 
4.0 0.70760983 
5.0 0.69284016 
6.0 0.7057515000000001 
7.0 0.6554302 
8.0 0.6742251 
9.0 0.6498311999999999 
10.0 0.63280666 
11.0 0.61712307 
12.0 0.63329107 
13.0 0.5638379 
14.0 0.5811430999999999 
15.0 0.564611 
16.0 0.60530066 
17.0 0.5868222 
18.0 0.5909218 
19.0 0.56664306 
20.0 0.5662443 
21.0 0.5794011 
22.0 0.5747544 
23.0 0.5636002 
24.0 0.56318456 
25.0 0.5480548000000001 
26.0 0.54332256 
27.0 0.54881394 
28.0 0.5502173 
29.0 0.56342113 
30.0 0.5610713 
31.0 0.5488218 
32.0 0.5365623 
33.0 0.55546796 
34.0 0.5545521999999999 
