iter loss 
0.0 2.3596556 
0.1 1.330638 
0.2 1.1009992 
0.3 0.93630695 
0.4 0.8265363000000001 
0.5 0.7554006999999999 
0.6 0.7360321999999999 
0.7 0.6546289000000001 
0.8 0.60463834 
0.9 0.583741 
1.0 0.59297353 
1.1 0.5553674 
1.2 0.54145646 
1.3 0.5290133 
1.4 0.5074086 
1.5 0.5192925 
1.6 0.48995242 
1.7 0.49814224 
1.8 0.48207378 
1.9 0.51374596 
2.0 0.47591466 
2.1 0.486579 
2.2 0.47836027 
2.3 0.48312697 
2.4 0.47192636 
2.5 0.440655 
2.6 0.44111067 
2.7 0.43420416 
2.8 0.43308935 
2.9 0.4448754 
3.0 0.45182520000000004 
3.1 0.43289748 
3.2 0.41361517 
3.3 0.31225455 
3.4 0.31359905 
3.5 0.3208507 
3.6 0.31922215 
3.7 0.32473567 
3.8 0.31945983 
3.9 0.3259566 
4.0 0.33269572 
4.1 0.33839559999999996 
4.2 0.33960012 
4.3 0.33228117 
4.4 0.33150949999999996 
4.5 0.33329064 
4.6 0.33388543 
4.7 0.33586833 
4.8 0.33546376 
4.9 0.33501149999999996 
